[Epoch 0] - Training results: train_loss=1.9566, train_acc=0.1053
[Epoch 0] - Validation results: val_loss=1.9459, val_acc=0.1420
[Epoch 1] - Training results: train_loss=1.9553, train_acc=0.1053
[Epoch 1] - Validation results: val_loss=1.9448, val_acc=0.1420
[Epoch 2] - Training results: train_loss=1.9537, train_acc=0.1053
[Epoch 2] - Validation results: val_loss=1.9442, val_acc=0.1529
[Epoch 3] - Training results: train_loss=1.9542, train_acc=0.1053
[Epoch 3] - Validation results: val_loss=1.9433, val_acc=0.1527
[Epoch 4] - Training results: train_loss=1.9550, train_acc=0.1579
[Epoch 4] - Validation results: val_loss=1.9423, val_acc=0.1573
[Epoch 5] - Training results: train_loss=1.9535, train_acc=0.1579
[Epoch 5] - Validation results: val_loss=1.9407, val_acc=0.1633
[Epoch 6] - Training results: train_loss=1.9503, train_acc=0.1579
[Epoch 6] - Validation results: val_loss=1.9385, val_acc=0.1704
[Epoch 7] - Training results: train_loss=1.9470, train_acc=0.1579
[Epoch 7] - Validation results: val_loss=1.9354, val_acc=0.1746
[Epoch 8] - Training results: train_loss=1.9412, train_acc=0.1579
[Epoch 8] - Validation results: val_loss=1.9307, val_acc=0.1799
[Epoch 9] - Training results: train_loss=1.9328, train_acc=0.1579
[Epoch 9] - Validation results: val_loss=1.9235, val_acc=0.2008
[Epoch 10] - Training results: train_loss=1.9174, train_acc=0.2105
[Epoch 10] - Validation results: val_loss=1.9127, val_acc=0.2512
[Epoch 11] - Training results: train_loss=1.8937, train_acc=0.2105
[Epoch 11] - Validation results: val_loss=1.8968, val_acc=0.2895
[Epoch 12] - Training results: train_loss=1.8598, train_acc=0.2632
[Epoch 12] - Validation results: val_loss=1.8710, val_acc=0.3386
[Epoch 13] - Training results: train_loss=1.8126, train_acc=0.4211
[Epoch 13] - Validation results: val_loss=1.8443, val_acc=0.3175
[Epoch 14] - Training results: train_loss=1.7546, train_acc=0.4211
[Epoch 14] - Validation results: val_loss=1.8088, val_acc=0.3259
[Epoch 15] - Training results: train_loss=1.6886, train_acc=0.4211
[Epoch 15] - Validation results: val_loss=1.7678, val_acc=0.3406
[Epoch 16] - Training results: train_loss=1.6207, train_acc=0.4211
[Epoch 16] - Validation results: val_loss=1.7231, val_acc=0.3741
[Epoch 17] - Training results: train_loss=1.5495, train_acc=0.4211
[Epoch 17] - Validation results: val_loss=1.6823, val_acc=0.3909
[Epoch 18] - Training results: train_loss=1.4887, train_acc=0.4211
[Epoch 18] - Validation results: val_loss=1.6438, val_acc=0.4012
[Epoch 19] - Training results: train_loss=1.4240, train_acc=0.5263
[Epoch 19] - Validation results: val_loss=1.6114, val_acc=0.4009
[Epoch 20] - Training results: train_loss=1.3571, train_acc=0.5789
[Epoch 20] - Validation results: val_loss=1.5843, val_acc=0.4036
[Epoch 21] - Training results: train_loss=1.3105, train_acc=0.5789
[Epoch 21] - Validation results: val_loss=1.5548, val_acc=0.4167
[Epoch 22] - Training results: train_loss=1.2636, train_acc=0.5789
[Epoch 22] - Validation results: val_loss=1.5306, val_acc=0.4280
[Epoch 23] - Training results: train_loss=1.2107, train_acc=0.5789
[Epoch 23] - Validation results: val_loss=1.5063, val_acc=0.4431
[Epoch 24] - Training results: train_loss=1.1661, train_acc=0.5789
[Epoch 24] - Validation results: val_loss=1.4857, val_acc=0.4506
[Epoch 25] - Training results: train_loss=1.1153, train_acc=0.6316
[Epoch 25] - Validation results: val_loss=1.4656, val_acc=0.4657
[Epoch 26] - Training results: train_loss=1.0764, train_acc=0.6316
[Epoch 26] - Validation results: val_loss=1.4469, val_acc=0.4704
[Epoch 27] - Training results: train_loss=1.0280, train_acc=0.6316
[Epoch 27] - Validation results: val_loss=1.4287, val_acc=0.4761
[Epoch 28] - Training results: train_loss=0.9863, train_acc=0.7368
[Epoch 28] - Validation results: val_loss=1.4119, val_acc=0.4864
[Epoch 29] - Training results: train_loss=0.9463, train_acc=0.7368
[Epoch 29] - Validation results: val_loss=1.3961, val_acc=0.4923
[Epoch 30] - Training results: train_loss=0.9077, train_acc=0.7368
[Epoch 30] - Validation results: val_loss=1.3818, val_acc=0.4966
[Epoch 31] - Training results: train_loss=0.8701, train_acc=0.7895
[Epoch 31] - Validation results: val_loss=1.3681, val_acc=0.4999
[Epoch 32] - Training results: train_loss=0.8331, train_acc=0.7895
[Epoch 32] - Validation results: val_loss=1.3554, val_acc=0.5054
[Epoch 33] - Training results: train_loss=0.7909, train_acc=0.7895
[Epoch 33] - Validation results: val_loss=1.3432, val_acc=0.5112
[Epoch 34] - Training results: train_loss=0.7524, train_acc=0.7895
[Epoch 34] - Validation results: val_loss=1.3294, val_acc=0.5170
[Epoch 35] - Training results: train_loss=0.7179, train_acc=0.7895
[Epoch 35] - Validation results: val_loss=1.3186, val_acc=0.5210
[Epoch 36] - Training results: train_loss=0.6839, train_acc=0.7895
[Epoch 36] - Validation results: val_loss=1.3080, val_acc=0.5243
[Epoch 37] - Training results: train_loss=0.6412, train_acc=0.8947
[Epoch 37] - Validation results: val_loss=1.2994, val_acc=0.5252
[Epoch 38] - Training results: train_loss=0.6087, train_acc=0.8947
[Epoch 38] - Validation results: val_loss=1.2903, val_acc=0.5301
[Epoch 39] - Training results: train_loss=0.5711, train_acc=0.8947
[Epoch 39] - Validation results: val_loss=1.2808, val_acc=0.5376
[Epoch 40] - Training results: train_loss=0.5295, train_acc=0.9474
[Epoch 40] - Validation results: val_loss=1.2804, val_acc=0.5303
[Epoch 41] - Training results: train_loss=0.5040, train_acc=0.8947
[Epoch 41] - Validation results: val_loss=1.2627, val_acc=0.5496
[Epoch 42] - Training results: train_loss=0.4732, train_acc=0.9474
[Epoch 42] - Validation results: val_loss=1.2554, val_acc=0.5527
[Epoch 43] - Training results: train_loss=0.4450, train_acc=1.0000
[Epoch 43] - Validation results: val_loss=1.2474, val_acc=0.5569
[Epoch 44] - Training results: train_loss=0.4186, train_acc=1.0000
[Epoch 44] - Validation results: val_loss=1.2394, val_acc=0.5616
[Epoch 45] - Training results: train_loss=0.3938, train_acc=1.0000
[Epoch 45] - Validation results: val_loss=1.2316, val_acc=0.5645
[Epoch 46] - Training results: train_loss=0.3705, train_acc=1.0000
[Epoch 46] - Validation results: val_loss=1.2243, val_acc=0.5676
[Epoch 47] - Training results: train_loss=0.3424, train_acc=1.0000
[Epoch 47] - Validation results: val_loss=1.2195, val_acc=0.5722
[Epoch 48] - Training results: train_loss=0.3234, train_acc=1.0000
[Epoch 48] - Validation results: val_loss=1.2130, val_acc=0.5762
[Epoch 49] - Training results: train_loss=0.3044, train_acc=1.0000
[Epoch 49] - Validation results: val_loss=1.2075, val_acc=0.5793
[Epoch 50] - Training results: train_loss=0.2861, train_acc=1.0000
[Epoch 50] - Validation results: val_loss=1.2027, val_acc=0.5818
[Epoch 51] - Training results: train_loss=0.2689, train_acc=1.0000
[Epoch 51] - Validation results: val_loss=1.1986, val_acc=0.5833
[Epoch 52] - Training results: train_loss=0.2527, train_acc=1.0000
[Epoch 52] - Validation results: val_loss=1.1949, val_acc=0.5866
[Epoch 53] - Training results: train_loss=0.2376, train_acc=1.0000
[Epoch 53] - Validation results: val_loss=1.1919, val_acc=0.5902
[Epoch 54] - Training results: train_loss=0.2236, train_acc=1.0000
[Epoch 54] - Validation results: val_loss=1.1895, val_acc=0.5913
[Epoch 55] - Training results: train_loss=0.2107, train_acc=1.0000
[Epoch 55] - Validation results: val_loss=1.1875, val_acc=0.5929
[Epoch 56] - Training results: train_loss=0.1987, train_acc=1.0000
[Epoch 56] - Validation results: val_loss=1.1862, val_acc=0.5929
[Epoch 57] - Training results: train_loss=0.1877, train_acc=1.0000
[Epoch 57] - Validation results: val_loss=1.1855, val_acc=0.5944
[Epoch 58] - Training results: train_loss=0.1776, train_acc=1.0000
[Epoch 58] - Validation results: val_loss=1.1854, val_acc=0.5960
[Epoch 59] - Training results: train_loss=0.1682, train_acc=1.0000
[Epoch 59] - Validation results: val_loss=1.1856, val_acc=0.5984
[Epoch 60] - Training results: train_loss=0.1597, train_acc=1.0000
[Epoch 60] - Validation results: val_loss=1.1859, val_acc=0.6002
[Epoch 61] - Training results: train_loss=0.1520, train_acc=1.0000
[Epoch 61] - Validation results: val_loss=1.1861, val_acc=0.6004
[Epoch 62] - Training results: train_loss=0.1449, train_acc=1.0000
[Epoch 62] - Validation results: val_loss=1.1856, val_acc=0.6026
[Epoch 63] - Training results: train_loss=0.1386, train_acc=1.0000
[Epoch 63] - Validation results: val_loss=1.1841, val_acc=0.6048
