[Epoch 0] - Training results: train_loss=1.9574, train_acc=0.1053
[Epoch 0] - Validation results: val_loss=1.9485, val_acc=0.1513
[Epoch 1] - Training results: train_loss=1.9570, train_acc=0.1053
[Epoch 1] - Validation results: val_loss=1.9471, val_acc=0.1498
[Epoch 2] - Training results: train_loss=1.9489, train_acc=0.1053
[Epoch 2] - Validation results: val_loss=1.9437, val_acc=0.2039
[Epoch 3] - Training results: train_loss=1.9456, train_acc=0.1053
[Epoch 3] - Validation results: val_loss=1.9420, val_acc=0.1735
[Epoch 4] - Training results: train_loss=1.9339, train_acc=0.2632
[Epoch 4] - Validation results: val_loss=1.9378, val_acc=0.1651
[Epoch 5] - Training results: train_loss=1.9199, train_acc=0.3158
[Epoch 5] - Validation results: val_loss=1.9230, val_acc=0.2256
[Epoch 6] - Training results: train_loss=1.9064, train_acc=0.1579
[Epoch 6] - Validation results: val_loss=1.8891, val_acc=0.2800
[Epoch 7] - Training results: train_loss=1.8541, train_acc=0.2105
[Epoch 7] - Validation results: val_loss=1.8321, val_acc=0.2760
[Epoch 8] - Training results: train_loss=1.8093, train_acc=0.2632
[Epoch 8] - Validation results: val_loss=1.7826, val_acc=0.2960
[Epoch 9] - Training results: train_loss=1.7714, train_acc=0.2105
[Epoch 9] - Validation results: val_loss=1.7429, val_acc=0.2958
[Epoch 10] - Training results: train_loss=1.7415, train_acc=0.2105
[Epoch 10] - Validation results: val_loss=1.7089, val_acc=0.2938
[Epoch 11] - Training results: train_loss=1.7086, train_acc=0.2105
[Epoch 11] - Validation results: val_loss=1.6719, val_acc=0.3120
[Epoch 12] - Training results: train_loss=1.6633, train_acc=0.3684
[Epoch 12] - Validation results: val_loss=1.6471, val_acc=0.3133
[Epoch 13] - Training results: train_loss=1.6071, train_acc=0.4737
[Epoch 13] - Validation results: val_loss=1.6060, val_acc=0.3308
[Epoch 14] - Training results: train_loss=1.5382, train_acc=0.4211
[Epoch 14] - Validation results: val_loss=1.5617, val_acc=0.3685
[Epoch 15] - Training results: train_loss=1.4779, train_acc=0.4211
[Epoch 15] - Validation results: val_loss=1.5315, val_acc=0.3896
[Epoch 16] - Training results: train_loss=1.4202, train_acc=0.4211
[Epoch 16] - Validation results: val_loss=1.5061, val_acc=0.4054
[Epoch 17] - Training results: train_loss=1.3565, train_acc=0.4737
[Epoch 17] - Validation results: val_loss=1.4835, val_acc=0.4187
[Epoch 18] - Training results: train_loss=1.3107, train_acc=0.5263
[Epoch 18] - Validation results: val_loss=1.4642, val_acc=0.4300
[Epoch 19] - Training results: train_loss=1.2578, train_acc=0.5263
[Epoch 19] - Validation results: val_loss=1.4469, val_acc=0.4406
[Epoch 20] - Training results: train_loss=1.2062, train_acc=0.5263
[Epoch 20] - Validation results: val_loss=1.4314, val_acc=0.4522
[Epoch 21] - Training results: train_loss=1.1557, train_acc=0.5789
[Epoch 21] - Validation results: val_loss=1.4174, val_acc=0.4608
[Epoch 22] - Training results: train_loss=1.1065, train_acc=0.5789
[Epoch 22] - Validation results: val_loss=1.4050, val_acc=0.4746
[Epoch 23] - Training results: train_loss=1.0581, train_acc=0.6316
[Epoch 23] - Validation results: val_loss=1.3936, val_acc=0.4788
[Epoch 24] - Training results: train_loss=1.0110, train_acc=0.6316
[Epoch 24] - Validation results: val_loss=1.3831, val_acc=0.4850
[Epoch 25] - Training results: train_loss=0.9649, train_acc=0.6316
[Epoch 25] - Validation results: val_loss=1.3731, val_acc=0.4930
[Epoch 26] - Training results: train_loss=0.9201, train_acc=0.6316
[Epoch 26] - Validation results: val_loss=1.3638, val_acc=0.5010
[Epoch 27] - Training results: train_loss=0.8771, train_acc=0.6316
[Epoch 27] - Validation results: val_loss=1.3549, val_acc=0.5068
[Epoch 28] - Training results: train_loss=0.8346, train_acc=0.6316
[Epoch 28] - Validation results: val_loss=1.3463, val_acc=0.5154
[Epoch 29] - Training results: train_loss=0.7945, train_acc=0.6842
[Epoch 29] - Validation results: val_loss=1.3380, val_acc=0.5205
[Epoch 30] - Training results: train_loss=0.7563, train_acc=0.6842
[Epoch 30] - Validation results: val_loss=1.3302, val_acc=0.5256
[Epoch 31] - Training results: train_loss=0.7239, train_acc=0.6842
[Epoch 31] - Validation results: val_loss=1.3231, val_acc=0.5310
[Epoch 32] - Training results: train_loss=0.6851, train_acc=0.7368
[Epoch 32] - Validation results: val_loss=1.3162, val_acc=0.5398
[Epoch 33] - Training results: train_loss=0.6518, train_acc=0.7368
